  7 18 10 10 19  1  4  9
  6 15  2 11  7 12 17  2
 14 19 11  1  8 17  9  6
 10 13  4 15 15 19  2 11
 12  1 16  9 11 18 16 13
  3  9  8  6 17 15 18 16
 19 14 17 12 13 11  5 18
 11 11  1  5  5  3  7 17
  1 16 15  7  1  9 12 12
  9 12 19  4 14  5 15  4
 16  7  7  8  2 14  3  3
  2  2  5 13 12  4  8  5
  5  5 13  2  9  7  1 14
 13  6 14 17 18  8 10  1
 15 17  6 19 10  6 14 15
 17  8 12 14  4  2 19 10
  4 10 18 18  6 16  6  7
 18  4  3  3 16 10 13  8
  8  3  9 16  3 13 11 19
